[-1441,-2228,8],1
-834,1395,8,1
1969,-1824,7,1
2898,329,12,2
1158,1539,7,2
677,2579,7,2
1524,342,12,2
0,-34,9,1
-464,1578,7,2
-570,-1217,11,2
133,2076,7,2
1766,-277,8,1
626,-565,11,2
2907,585,11,2
-2237,537,12,2
-367,1956,8,1
-227,2265,7,1
2422,-242,11,2
128,1119,12,1
-856,-868,11,1
-37,2100,9,1
1425,-947,12,1
-2971,-268,12,2
-406,2134,10,1
671,-2859,7,2
2419,35,7,2
-2465,282,7,2
-1125,2523,10,2
190,1784,7,1
-1051,-719,12,1
-2235,1117,11,2
261,2873,12,2
-1274,1686,11,2
-1032,2657,9,1
-245,-2765,9,1
2042,1662,10,1
2282,-62,7,1
674,2040,7,1
-1737,-1671,8,2
-914,-2637,10,2
2041,425,8,1
-2845,-904,7,1
-2579,-644,9,1
-2541,-597,8,2
403,-1562,12,2
2086,-947,9,1
343,-709,10,1
-254,-1804,10,2
329,978,7,1
966,-735,8,1
603,-2366,12,2
-824,-1835,7,1
-1988,725,12,2
921,608,7,1
-1700,-19,7,1
-2332,71,7,2
-1929,2219,8,2
-2680,-971,11,2
-682,-2177,8,2
1595,2093,10,1
-277,1521,11,1
-644,2550,12,2
-1065,-2158,8,2
2796,586,8,2
-319,-1267,8,2
-2238,-590,12,2
-2630,281,9,2
-2480,901,12,2
467,-2090,9,2
983,-1428,9,2
-1476,1088,12,2
-1962,448,11,2
1503,-1648,9,2
2089,-1752,7,1
-2580,-932,12,2
-2124,1532,10,1
31,-448,8,1
1309,-2069,8,2
-1511,994,9,1
943,-1249,11,2
-2208,-60,9,1
-1246,-201,8,1
675,-1852,7,2
2779,842,7,2
1288,-46,12,1
-1732,-1445,8,1
-869,105,7,1
1918,-441,9,1
-1714,-1036,7,1
1094,1888,11,1
885,-2451,10,1
2417,-1134,8,1
1552,2422,8,1
-169,2968,9,2
-807,-2458,8,1
-1279,521,9,1
2172,-520,8,1
-1238,81,11,2
1079,2137,12,2
531,-98,7,1
-219,-1185,8,1
-119,-554,12,2
-369,-2160,8,2
956,-994,11,1
1750,2406,7,2
-394,874,7,1
-2178,606,10,2
-1152,1280,7,2
599,1293,7,1
905,1119,7,2
403,-1562,12,2
-1106,137,12,2
354,1709,10,1
-2354,527,10,2
-1263,2256,10,2
-2434,1363,12,2
-709,2105,12,1
-1246,-201,8,1
-640,-1054,9,1
563,-751,10,1
490,-1635,9,1
-2087,-596,9,1
2711,-530,10,2
329,2084,7,1
690,-2153,11,2
-2310,1133,10,2
-1962,448,8,1
-989,-2291,8,2
-762,-1981,9,2
-2152,-1900,12,2
-1245,1417,9,2
714,2207,9,2
-1700,-19,11,2
-2586,-696,7,1
630,1508,10,1
485,1508,11,1
-607,2713,7,1
-1234,-1776,12,2
-2209,52,11,2
1015,-2136,8,1
-2622,-995,10,1
2650,636,9,2
-716,692,11,1
-1641,-481,11,1
-2404,730,12,2
21,-1626,9,2
100,-2355,8,1
-2249,-1182,12,2
-582,-2821,12,2
1883,2066,12,2
-309,2524,9,1
-352,-2051,12,2
2042,1662,7,1
-1384,-1579,12,2
-1561,-1942,12,2
-1815,-1936,8,1
2756,-469,9,1
885,-2451,8,1
-2580,-932,12,2
-1356,-1918,7,1
577,-2133,12,2
2700,1243,8,1
2881,-423,7,1
1348,1110,12,2
-1737,-1598,12,2
-834,-2645,7,2
58,-923,7,1
1057,-2697,12,2
-1819,-1370,8,1
-76,-2609,7,2
646,-2281,10,2
-173,521,7,1
-16,2540,11,2
1864,849,12,2
754,2088,9,1
-1051,-719,10,1
2468,1351,7,1
-1727,-1237,8,1
854,1251,10,2
-2586,-696,12,2
-895,947,10,2
439,2234,10,2
-2400,1404,7,2
162,2436,12,2
-1115,1820,11,2
872,-1010,11,1
1139,1931,11,2
-36,-2279,11,2
-1039,-2526,10,2
-1412,-138,9,1
35,1218,9,1
-192,-1333,12,2
-2410,252,11,2
969,2134,12,2
142,-1439,7,2
47,636,10,1
2674,256,8,2
-1512,-2589,7,1
-640,-1054,9,1
2120,1831,7,2
-2299,-1023,7,1
-1160,-1369,8,1
-1673,-1365,10,2
2730,-901,12,2
-964,-1431,10,2
-2643,365,12,2
-2534,20,11,1
-954,-2383,12,2
-2115,133,9,2
-1067,2285,12,2
1764,23,8,1
-2845,-904,9,2
2304,-205,11,2
0,-34,12,2
855,-660,7,1
2422,473,11,2
1008,2043,9,1
1503,-1648,11,2
-416,286,8,1
900,2291,11,2
-270,-370,12,2
-259,-2461,12,2
-2657,-415,9,1
-2654,573,8,2
-1819,-1370,12,2
-2184,1308,8,2
35,-1221,8,1
-629,-313,12,2
2266,758,8,2
685,38,12,2
1058,-639,7,1
-2006,739,9,1
-1243,2012,12,2
-2474,398,10,1
-895,947,8,1
-60,1708,7,1
1409,1473,7,2
-1827,1639,7,2
-737,399,7,1
716,39,8,1
-1683,-299,12,2
672,-35,12,2
1526,-1787,8,1
-1178,-1366,8,1
-788,2045,10,1
-967,-1692,9,2
-1051,-719,7,1
-110,-1030,9,2
1069,-656,10,1
-547,-2763,7,2
1503,-1648,10,2
-310,-1954,9,2
2596,-1028,8,1
-76,-2609,12,2
2764,-1115,7,1
621,-2578,9,1
-2480,901,8,1
-1703,-455,12,2
816,2571,10,2
-2746,-975,11,2
-1160,-1369,7,1
2305,-1780,11,2
2441,-296,12,2
136,1646,7,1
-403,2262,8,2
-2253,850,10,2
-64,70,10,2
-1051,-719,11,1
-2057,836,11,2
-2830,-340,7,2
11,-2059,11,2
876,1534,11,1
-1298,2124,10,2
273,-1002,9,1
-838,1140,8,1
-895,947,10,2
1726,2156,12,2
264,-311,10,1
1503,-1648,8,1
1934,-1748,12,2
-577,-2172,8,2
-829,1322,8,1
1238,-178,9,1
599,1293,9,1
-36,-2279,12,2
-740,-1446,8,1
-729,1270,7,1
-1125,-2448,9,1
-649,-2372,12,2
-492,2439,12,2
1346,-585,11,1
-2580,-932,10,2
-750,1844,8,1
1468,-594,7,1
1823,-348,11,2
120,1893,9,1
-135,-459,11,2
2414,-579,12,2
1488,652,9,2
-1163,-2114,11,2
1795,570,7,2
2472,-99,9,2
-1727,-769,7,1
-319,-1267,10,2
-166,1250,8,1
-119,-554,10,2
745,-410,12,2
-27,-481,8,2
-403,2262,11,2
-328,296,12,2
-112,2036,11,1
2072,-255,9,1
-1523,-762,12,1
1112,63,8,1
266,407,12,2
-2643,365,10,1
-2541,-597,12,2
-1697,888,12,2
-752,-1975,9,2
-134,-1164,9,2
2480,976,9,2
-1051,-719,12,2
-2897,441,7,2
2304,-205,8,1
695,-137,12,2
-1537,1158,11,2
1226,-1979,9,2
113,-723,9,1
1887,559,9,2
1054,1894,12,1
1424,-2340,7,1
2072,-255,8,2
-2237,537,10,2
1154,-467,10,1
999,-1203,8,1
-999,27,7,1
-300,2488,9,1
1578,1877,8,1
-291,-118,7,2
-2395,618,11,2
-2235,1117,8,1
-1464,1247,7,1
2507,-853,10,2
-1152,2540,7,1
2471,1543,10,2
1697,313,11,2
-664,465,10,2
-2241,112,9,1
2255,1173,11,2
2720,970,12,2
690,2647,10,2
-1041,-751,7,1
456,-2740,12,2
-1208,-1560,8,1
-134,-1164,10,2
-2785,-44,8,2
1827,-722,10,1
-1531,-524,12,2
1165,-36,11,1
-187,2851,9,1
-2743,-294,11,2
-1935,1557,8,2
-1441,-2228,11,2
1418,-3,12,1
978,1973,8,1
1158,1539,10,1
-2006,739,8,2
372,2487,7,1
2669,1075,10,2
-1608,-1566,10,1
232,-2886,11,2
-1876,-907,9,1
1089,241,9,1
1750,2406,10,2
-1445,-1695,11,2
-2386,-1718,8,1
-2540,-117,10,2
-2184,1308,7,1
1076,1777,8,1
-2057,318,10,2
1726,2156,11,2
166,-673,12,2
-124,2958,9,2
-1969,1625,9,2
54,-683,8,1
-2102,-1748,11,2
-1051,-719,12,2
2956,477,9,2
1618,1747,10,2
274,2566,10,1
1011,-1783,10,2
1309,-2069,8,2
-249,-381,7,1
1764,23,8,1
-1608,-1566,7,2
1425,-947,11,1
2266,758,9,2
152,126,9,2
2548,-1575,9,2
-431,-2532,12,2
1002,1548,7,1
1204,1863,12,2
-447,268,11,2
2102,744,12,2
-386,-1020,11,2
35,-1221,8,1
-1714,-1036,12,1
1959,524,12,2
805,-2589,10,2
-2124,1532,10,2
2104,-429,11,1
-1152,1280,11,2
1598,1415,10,2
-328,296,12,2
-829,1322,9,2
375,1636,8,1
-2107,702,7,2
2700,1243,11,2
-920,764,10,2
-614,516,9,1
227,1848,9,1
2907,585,7,1
-2393,686,11,2
2586,-382,9,1
561,-1705,7,1
716,1141,11,2
-2790,-445,10,2
-2152,-1900,7,1
-2021,1389,8,1
2264,1560,12,2
-209,-1490,11,2
-2344,-1478,10,1
151,958,11,2
824,1085,12,2
40,1542,8,1
6,260,11,2
-353,2138,12,2
523,699,12,2
2371,-281,9,1
13,2556,12,2
1054,1894,11,2
2764,-1115,11,2
520,-1956,11,2
695,-137,7,1
2258,-526,10,1
-1046,-1966,8,2
2845,-272,10,2
-2657,-415,11,1
-319,-1267,8,1
298,2965,8,2
2427,280,12,2
-2209,52,7,1
-31,1532,7,1
-1739,1082,7,2
1578,1877,9,2
-1687,-766,7,1
1887,559,7,1
2614,1312,7,2
-227,2105,9,1
-2027,-1946,9,1
-771,629,12,1
-76,-2609,11,2
2667,-1007,8,1
561,-1705,12,2
-884,-212,8,1
2743,-525,9,1
2287,-1791,11,2
-2235,-1076,10,1
2215,-1443,11,2
-2363,-436,9,1
-208,-1711,12,2
-2683,855,9,2
-2845,-904,7,1
1824,280,9,2
221,1140,8,1
-231,-2828,11,2
63,-1677,7,1
2384,283,9,2
-460,1222,7,1
2230,43,11,2
2719,462,11,2
-114,-1206,9,1
1987,1323,8,1
-2796,-747,10,2
-1531,-524,10,1
-1857,-980,9,1
-141,-2437,12,2
-1259,2369,10,1
166,-673,9,1
2744,-737,11,2
816,2571,11,2
806,2696,8,2
2806,572,12,2
-1064,-1638,10,2
754,2088,8,1
-740,-1446,9,2
-2447,-176,9,2
2140,-1690,7,1
-1084,1374,8,2
854,1251,8,1
-533,-2002,11,2
2833,-337,12,2
-213,-724,8,1
2264,1560,7,2
1994,-2188,12,2
-1944,1874,8,2
-114,1472,11,1
2720,970,11,2
266,-1929,8,1
-64,70,9,2
-526,-1369,12,2
-135,-459,9,2
-104,2450,9,1
1477,-1706,9,1
185,-247,11,1
1945,-949,12,1
2543,1467,10,2
-734,-2639,7,2
2264,1560,8,1
-2834,198,9,1
1674,412,12,1
2470,-154,10,1
-1731,-2368,7,2
630,1508,7,1
1764,23,11,1
-2410,252,7,1
-1041,-465,9,1
-1204,-1867,9,2
1464,436,9,1
-834,-2055,12,2
-948,-1392,12,1
358,2363,10,1
-427,-1045,10,1
2224,-1574,7,1
372,2487,9,2
-1084,1374,9,2
-719,789,10,1
-2363,-436,9,1
2507,-853,10,2
-259,-2461,8,1
-984,1742,10,2
482,-2060,11,2
-789,2242,12,1
1238,-178,8,1
2835,633,11,2
-2115,133,9,2
-535,326,8,1
2042,1662,12,2
1953,-1867,10,1
-1966,2225,11,2
-607,2713,10,2
2641,-509,11,2
288,1096,7,1
2287,-1791,8,1
-1703,-455,9,1
1154,-467,7,1
1076,1777,7,1
-2504,261,8,1
-1152,1280,10,2
555,-2194,9,1
-2063,1620,10,2
-995,-1662,7,1
-636,597,10,2
-641,589,10,2
35,-1221,10,2
-2000,725,11,2
-507,1035,9,1
2758,719,11,2
-2152,-1900,12,2
1468,-594,7,1
63,-1677,8,2
561,-1705,8,2
-1319,-2438,9,1
-1577,1521,10,1
434,2385,11,2
-716,692,11,2
-1792,2374,9,1
2896,-540,8,2
-719,789,11,2
2543,1467,7,1
824,1085,10,1
685,38,8,1
-1982,839,8,2
-1204,-1867,12,2
166,-673,12,2
1566,-959,9,1
-2580,-932,12,2
2835,633,8,2
-1726,-1711,7,1
-440,2448,9,1
2254,1724,8,2
2492,468,12,2
412,2063,7,1
-135,-459,7,2
638,2001,7,1
2416,-1380,12,2
57,-223,11,2
2606,-646,8,1
-2394,703,11,2
1715,-1408,9,1
-1735,398,10,2
913,-2066,11,2
1795,1492,10,2
412,2063,10,2
846,-829,12,1
-2208,-60,9,1
1601,-2036,12,2
-765,570,8,1
-2447,-176,10,2
-328,296,10,2
54,-683,8,2
-533,-2002,7,2
439,716,7,2
59,588,10,2
1963,1974,11,2
-716,692,7,2
-268,-1005,8,1
2780,503,9,2
-2021,1389,11,2
-114,1472,10,1
469,367,7,1
-771,629,12,2
2222,327,11,2
372,2682,9,2
-1510,-1943,11,2
1334,-941,9,1
412,2063,9,1
-1966,1114,11,2
-2746,-975,10,1
-1700,-19,9,1
-1088,-833,12,1
2587,-956,7,2
724,-323,9,2
2176,1221,8,2
2339,-1458,11,2
-556,2234,11,1
-12,-1668,7,1
1566,-959,7,1
285,-2520,10,1
-671,845,9,1
1934,-1748,8,1
1598,1415,12,2
-834,1395,12,2
880,1254,12,2
2468,1351,9,2
1823,-348,8,1
35,-1221,9,1
1997,-1187,12,1
54,-683,8,1
551,-33,11,2
-390,-2189,12,2
311,1215,9,1
1726,2156,11,2
-1386,-17,7,1
-120,-2152,9,2
-2127,-1057,9,1
2196,469,12,2
-1265,1417,7,2
-103,1586,8,1
-1673,-1365,8,1
1848,1756,10,2
-2006,739,11,2
-1423,-416,7,1
-994,-1172,10,1
1306,365,8,2
1649,1884,8,2
-1164,-2006,10,2
-2658,-475,12,2
2870,-610,7,2
-1988,725,10,2
-1152,1280,7,1
1002,-943,8,1
1350,-1711,10,1
-884,-212,12,1
1715,-1408,8,2
1047,800,10,1
-526,-1369,10,1
2241,1815,9,1
-2045,-1855,11,2
329,2084,12,1
311,1215,11,1
-2462,-467,7,1
1297,1888,7,1
-1356,-1918,8,1
1241,170,11,2
185,-247,12,2
-2564,247,11,2
1349,-184,11,1
1503,-1648,9,1
690,-2153,12,2
-39,1167,7,1
-1867,-1765,8,1
-750,1844,9,1
-173,521,7,1
-2253,850,11,2
1781,1630,9,2
1569,-5,9,1
-499,1658,10,1
-37,2100,8,1
2959,-4,12,2
2149,2066,9,2
2763,-522,10,1
1858,986,8,1
-1441,-2228,8,1
671,-2859,11,2
-1969,1625,9,1
-2127,482,7,1
385,-2556,10,2
2406,-1418,12,2
-150,345,12,2
1058,-639,7,1
-1185,312,10,1
1519,-1937,12,2
-802,-360,11,1
1969,-1824,9,1
1541,-1958,8,1
690,2647,12,2
-473,1074,7,1
-1124,-2738,10,2
790,1754,9,1
-1949,1516,10,2
-1003,806,10,2
842,-1411,11,2
2206,766,8,1
1723,-1443,11,2
2341,-1754,12,2
1715,-1408,11,2
1935,-1522,10,1
-76,-2609,9,1
1156,-2393,11,2
-345,1002,8,1
1316,2465,10,2
-183,1945,12,1
-952,-2573,10,2
-1160,-2476,11,2
-300,2488,7,2
-1115,1973,10,2
983,-1428,9,1
-718,-2432,7,2
1094,1888,8,1
-1238,81,7,1
-1889,782,12,2
2767,655,9,1
485,1508,8,1
-403,2262,11,1
2911,-343,10,2
677,2579,12,2
232,-2886,12,2
2038,1866,10,2
1623,2431,10,2
-2535,1160,11,2
-1125,2523,9,2
-721,453,7,1
164,1130,10,1
-1967,-748,10,1
-227,2265,7,1
-1238,81,11,1
1538,1688,8,1
35,-1221,9,1
-401,625,9,1
-2400,1404,12,2
1751,1969,8,2
-1966,1114,10,2
879,2484,8,2
475,2655,8,2
35,-1221,12,2
-187,2851,10,1
1274,2328,9,1
-636,-2398,10,2
-832,2334,8,1
690,-2153,11,2
-1080,-775,10,1
166,-673,7,1
-1129,389,11,2
969,2134,8,1
2379,950,7,2
-300,-2226,7,1
2611,326,11,2
372,2682,11,2
878,-925,10,1
-318,1732,10,1
2907,-439,10,2
577,-2133,7,2
2511,-458,11,2
145,1049,8,1
621,392,12,2
1049,-338,7,1
-1051,-719,10,1
2471,1543,11,2
-208,-1711,9,2
-1044,1684,12,2
-64,70,7,2
-1306,441,11,2
303,-3,7,2
-2092,-680,9,1
563,-751,9,1
-511,-650,7,1
1600,1601,11,2
-490,652,7,1
-2345,-314,12,2
-1571,-2100,11,2
-2554,1533,7,2
-1889,183,10,2
2161,1987,7,1
1127,-1186,11,1
-1074,307,11,2
-300,2488,9,2
952,868,12,2
-671,845,9,2
-2237,-1160,7,1
-968,-815,8,1
-664,465,9,2
-2541,-597,11,1
-1726,-1711,7,1
1081,1216,9,2
2574,458,10,2
589,1450,11,1
-714,-124,10,1
-1442,1393,8,1
421,-629,9,1
-509,-1652,7,1
285,-2520,7,2
528,-1808,7,1
1935,1170,9,1
1959,524,11,2
-810,-2763,12,2
-1329,-214,12,1
-884,-212,9,1
-2209,52,8,2
730,-364,8,1
-66,-1051,10,1
777,2225,10,1
872,-1010,12,1
716,39,9,1
2250,-214,7,2
1239,698,8,2
-37,2100,8,1
1292,-2356,8,2
-1470,1064,8,1
-855,-1677,12,1
-1077,2170,7,1
716,1141,12,1
2757,717,11,2
-975,2223,11,2
-353,2138,9,1
577,-2133,11,2
-2410,252,11,2
-861,-1538,7,1
-1160,-1369,8,1
-141,-2437,12,2
-583,-324,7,1
754,2088,9,2
1552,2422,9,2
-1736,-2388,7,1
-674,-2354,11,2
-13,-2674,10,1
689,1504,9,1
-661,2685,8,1
2667,-1007,12,2
2719,462,9,1
-344,-2542,11,2
-2249,1345,7,1
-2045,-1855,9,1
2845,-660,7,1
-217,-125,8,1
-1160,-1369,10,1
2041,425,7,1
-1250,1187,8,2
1848,1756,12,2
1803,-1231,7,1
-362,1983,11,1
-848,1788,9,1
-788,2045,8,1
841,622,11,2
638,2001,10,1
-2018,1666,9,2
874,334,11,2
-753,-2628,12,2
-1982,839,11,2
-36,-2279,7,2
232,-2886,11,2
145,1049,7,1
1887,559,8,1
-1935,1557,11,2
978,1973,10,1
261,2873,8,1
-2208,-60,9,1
2102,744,12,2
1672,609,12,2
-597,-1349,11,2
2200,1028,7,1
403,-1562,11,2
-1386,-17,11,2
-1306,441,8,1
-2030,1571,8,2
1445,816,12,2
921,608,8,1
1756,-826,12,1
2743,-525,8,2
544,1119,12,2
2472,-99,12,2
1418,1344,9,1
577,-2133,12,2
2120,1831,11,2
-36,-2279,10,2
-2371,1701,7,1
1334,-941,9,1
1858,986,11,2
2447,105,9,2
482,-2060,9,2
262,1448,7,1
-941,-1112,11,1
1153,149,12,2
-120,-2152,7,2
-490,652,10,1
-268,-1005,7,2
-1659,-452,7,1
-2395,618,8,2
-1648,828,8,2
-750,1844,7,1
1371,113,10,1
1444,784,8,1
-2790,-445,12,2
-666,-1708,12,2
603,-2366,8,2
-1354,-1863,12,2
-1944,1874,7,2
638,2001,7,1
-793,1720,8,1
1969,466,10,1
-1793,583,7,2
464,2906,10,2
-1593,2063,10,2
329,2084,9,1
2463,345,12,2
288,1096,8,1
24,1771,12,1
-2045,-1855,12,2
-2394,703,8,1
-1329,-214,9,1
-1243,2012,7,1
-2624,-343,10,1
-1074,307,11,2
-1041,-465,12,1
-1201,2608,10,2
-1648,828,11,2
854,1251,11,2
1595,2093,12,2
-665,-2313,8,1
-427,-1045,7,1
-1061,1047,9,1
-1272,1646,7,1
1089,241,7,1
1461,-1159,11,2
561,-1705,11,2
-952,742,10,1
-36,-2279,11,2
-1148,515,9,1
-650,870,7,1
2806,572,12,2
520,-1956,11,2
-2208,226,7,1
770,-136,9,1
-2979,346,8,1
2202,1512,10,2
-771,629,7,1
-1025,2382,8,1
2332,1516,10,2
589,-2715,8,1
1081,1216,9,1
1522,-599,9,1
-2009,1636,11,2
1292,-2356,11,2
1734,1156,9,2
1364,509,10,2
2507,-853,7,2
-2124,1532,7,1
-676,1222,11,2
-2009,-970,8,1
-2208,226,11,2
786,108,12,2
2480,976,8,2
1540,-1303,10,1
-120,-2152,8,2
2176,1221,9,1
-1201,2608,7,1
851,-2644,8,1
-1085,862,12,2
2042,1662,7,1
-999,27,11,2
124,1685,11,2
1334,-941,11,1
-718,-2432,10,2
-135,-459,8,1
-38,1729,11,2
2543,1467,7,2
1423,1045,12,2
343,-709,10,1
-861,-1538,10,1
1824,280,12,2
-470,611,8,1
2419,35,8,1
-2465,282,7,1
-353,2138,12,2
190,1784,7,1
2342,1428,11,2
2480,976,9,2
-1092,-309,11,1
-1697,888,8,1
896,1107,12,2
1834,-281,10,1
921,608,9,1
-570,-1217,12,1
1288,-46,12,2
2339,-1458,7,2
-1032,2657,9,2
1874,1662,8,2
-941,-1112,7,1
885,-2451,11,2
151,958,8,1
674,2040,11,1
1158,1421,9,1
-1429,444,8,2
872,-1010,8,1
-964,-1431,8,1
967,-173,7,1
-76,-2609,10,2
2414,-579,12,2
-555,1808,10,2
1726,2156,11,2
1002,1548,8,1
-1737,-1671,10,2
-440,496,10,2
1987,1323,12,2
-1077,2170,12,2
-2579,-644,10,2
-401,625,10,2
2120,1831,7,2
1238,-178,7,1
2196,469,11,2
824,1085,8,1
2287,-1791,11,2
142,-1439,11,2
-674,-2354,12,2
-914,-2637,10,2
539,-360,7,1
1158,1539,9,1
136,1646,10,1
-2127,-1057,9,1
-2332,71,10,1
-1929,2219,9,2
-221,-2105,12,2
-2021,1389,10,2
1821,512,11,2
533,-2427,8,1
851,-2644,7,1
2796,586,10,2
777,2225,8,1
-12,2999,7,2
1083,2123,7,2
923,290,8,1
-816,-2324,7,1
35,-1221,12,2
-1801,-904,8,1
-597,-1349,11,2
116,690,11,1
2089,-1752,11,2
621,392,12,2
-2241,112,8,2
-2436,1144,12,2
329,978,8,1
-1466,2442,12,2
-941,-1112,8,1
456,-1497,8,1
2730,-901,11,2
-1793,583,11,2
2779,842,7,2
343,-709,10,1
1320,429,7,1
-1435,-657,10,1
-2127,-1057,9,2
32,-90,8,1
2384,283,9,1
-424,-933,7,1
-1732,-1445,7,2
136,1646,7,1
2337,622,7,1
-1726,-1711,9,1
-277,1521,12,2
-309,2524,7,2
2417,-1134,11,2
1883,2066,8,1
1918,-441,8,1
-64,70,7,1
-1085,862,10,1
-548,2434,9,2
1282,-409,10,1
-807,-2458,11,2
-1903,-834,11,1
2172,-520,9,1
-1194,237,11,2
-169,2968,7,1
-2834,198,7,2
531,-98,11,2
-533,-2002,10,2
-964,-1431,9,1
-1125,-2448,12,2
-166,1250,12,1
-2178,606,8,1
-219,-1185,11,2
-394,874,9,2
2414,-579,7,2
133,2076,8,1
716,39,7,2
555,-2194,11,2
1827,-722,12,1
905,1119,9,1
577,-2133,12,2
-1969,1625,9,2
-2310,1133,10,1
-300,2488,12,2
-995,-1662,11,1
2424,210,9,2
58,-923,7,1
-36,-2279,12,2
-2238,-590,9,1
874,334,12,2
21,-1626,12,2
520,-1956,7,1
-577,2728,7,1
469,367,10,1
2543,1467,7,2
490,-1635,8,1
-1263,2256,11,2
876,-1610,7,1
-989,-2291,9,2
-2152,-1900,7,1
1392,-288,11,1
-674,-2354,8,2
-1245,1417,9,1
714,2207,7,1
-1714,-1036,12,1
1935,1170,11,2
2384,283,11,2
137,-1087,9,2
589,1450,12,2
2424,210,11,2
1887,559,9,2
2711,-530,8,1
32,-90,12,2
1526,-1787,8,1
2650,636,12,2
-1507,-1896,12,2
-1250,1187,11,1
100,-2355,10,1
896,1107,12,2
-2622,-995,9,1
-828,727,12,2
806,2696,7,1
-224,715,9,1
2215,-1443,12,2
-722,-1514,12,2
-1999,365,10,1
824,1085,12,2
-1243,2012,7,1
-1065,-2158,9,2
2720,970,9,2
920,2175,9,2
-1077,2170,7,1
1346,1177,8,1
-834,-2645,10,1
-134,-1164,9,2
805,-2589,7,1
24,1771,10,1
-1243,2012,9,2
-1106,137,8,1
-31,1532,11,1
-1279,521,7,1
2574,458,7,1
-390,-2189,9,2
695,-137,8,1
-1727,-1237,12,1
-1003,806,7,1
2468,1351,12,2
-2235,-1076,12,2
-583,-324,8,1
-458,782,9,2
2959,-4,8,2
-1077,1403,10,2
-644,2550,7,1
777,2225,10,2
1945,-949,12,1
-249,-381,12,2
-1272,1646,10,2
-114,1472,9,1
690,-2153,10,2
749,-2698,7,2
439,2234,12,1
-2152,-1900,7,1
266,407,10,2
372,2487,8,1
2287,-1791,7,1
-411,-1764,7,1
-166,1250,10,1
-1949,1516,11,2
-1152,1280,8,1
978,-2763,12,2
1823,-348,11,1
-352,-2051,12,2
-666,677,11,2
-291,-118,11,2
395,2159,8,1
-120,-2152,8,2
563,-751,12,2
-665,-2313,9,1
-411,-1764,7,1
-1561,-1942,8,1
-2375,1181,8,2
-2630,281,7,1
1288,-46,9,1
1598,1415,11,2
-1115,1820,8,1
-2053,155,8,2
113,-723,8,1
1139,1931,10,2
2042,1662,9,1
2606,-646,7,1
262,1448,10,2
-1966,1114,12,2
1824,280,11,2
2255,1173,7,2
-1769,-270,10,2
-60,1708,10,1
621,-2578,12,2
-1429,444,7,1
1864,849,11,2
-1683,-299,10,2
2102,744,11,2
754,2088,7,1
-2053,155,11,2
-2087,-596,8,1
-2462,-467,7,1
-1125,2523,10,2
-717,-956,12,2
2720,970,9,2
2422,-242,8,1
1079,2137,9,1
-615,-2733,8,2
-1371,-1748,8,1
900,2291,10,2
-856,-868,10,1
-1178,-1366,12,1
2266,758,8,1
2507,-853,9,1
-843,1100,10,2
2250,-214,11,1
2404,893,7,2
2104,-429,12,1
-909,2462,9,2
-1051,-719,11,2
227,1848,9,1
2414,-579,8,1
2042,1662,10,2
1069,-656,7,1
-1641,-481,11,1
-954,-2383,8,1
-16,2540,10,1
0,-34,7,1
630,1508,11,2
1418,-2574,9,1
702,-2692,12,2
-2107,702,7,1
-2830,-340,8,1
-1163,-2114,11,2
1552,2422,7,2
-989,-2291,9,1
2758,719,7,1
-838,1140,11,2
2293,-1587,11,1
-629,-313,12,2
273,-1002,8,1
1935,1170,7,2
-1476,1088,12,2
-692,1954,7,1
-447,268,11,2
-1507,-1896,7,1
-187,2851,11,2
-1298,2124,11,2
-1674,-357,9,1
816,2571,7,1
-1739,1082,9,1
2305,-1780,7,1
-427,-1045,8,1
1795,570,7,1
672,-35,12,2
58,-923,8,1
-1386,-17,11,1
11,-2059,7,2
-27,-481,12,2
54,-683,8,1
-912,66,9,2
1712,1809,11,2
-1470,1064,9,2
1649,1884,8,2
1600,1601,10,2
1112,63,10,2
-2654,573,8,2
-861,-1538,12,2
-490,652,10,2
145,1049,8,1
-1152,1280,7,1
966,-735,10,1
1425,433,11,2
-869,105,9,1
-2053,155,12,2
-2746,-975,8,1
1750,2406,7,2
2907,585,8,1
-607,2713,7,1
-1145,-1874,10,1
2472,-99,8,1
-2124,1532,12,2
1226,-1979,7,1
2406,-1418,11,2
22,828,12,1
-970,-1846,9,1
-112,2036,8,1
35,-1221,9,1
2200,1028,11,2
2720,970,9,2
1488,652,11,2
-2580,-932,11,2
602,-2441,9,2
-1041,-751,8,1
1997,-1187,8,1
-353,2138,9,1
-869,105,10,1
1823,-348,12,1
-1208,-1560,7,1
-134,-1164,11,1
-1537,1158,12,2
-458,782,7,1
421,-629,12,2
1766,-277,7,1
1969,-1824,7,1
-577,2728,7,1
-2299,-1023,10,2
-243,-2163,10,2
1883,2066,7,2
-1160,-2476,11,2
586,-2342,8,2
-636,597,10,2
63,-1677,10,2
-1714,-1036,11,1
1959,524,8,1
-31,1532,10,1
1306,365,10,2
1697,313,12,1
-1000,1351,12,2
-1827,1639,11,2
-2420,1211,12,2
2120,1831,11,2
1987,1323,8,1
-666,677,8,2
-1669,-1550,12,2
-1003,806,10,2
743,-2875,11,2
-1263,-94,11,2
1649,1884,10,2
-1329,-214,7,2
-1272,-833,9,1
1054,1894,10,2
-717,-956,12,2
24,1771,12,1
-2743,-294,9,2
1910,1163,8,1
-861,-1538,11,1
1715,-1408,11,1
2956,477,9,1
-2209,52,7,2
1649,1884,7,2
54,-683,8,1
